"Goal","Steps on Grass","Moral Judgment","Sign"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,97,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,90,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,71,"Keep Off The Grass"
"Pain",7,13,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,86,"Keep Off The Grass"
"Pain",7,80,"Keep Off The Grass"
"Pain",7,99,"Keep Off The Grass"
"Pain",7,60,"Keep Off The Grass"
"Pain",7,90,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,97,"Keep Off The Grass"
"Pain",7,80,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,50,"Keep Off The Grass"
"Pain",7,73,"Keep Off The Grass"
"Pain",7,70,"Keep Off The Grass"
"Pain",7,96,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,94,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,10,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,7,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,50,"Keep Off The Grass"
"Pain",7,82,"Keep Off The Grass"
"Pain",7,72,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,91,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,83,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,74,"Keep Off The Grass"
"Pain",7,88,"Keep Off The Grass"
"Pain",7,100,"Keep Off The Grass"
"Pain",7,35,"Keep Off The Grass"
"Ice Cream",7,27,"Keep Off The Grass"
"Ice Cream",7,37,"Keep Off The Grass"
"Ice Cream",7,52,"Keep Off The Grass"
"Ice Cream",7,100,"Keep Off The Grass"
"Ice Cream",7,4,"Keep Off The Grass"
"Ice Cream",7,77,"Keep Off The Grass"
"Ice Cream",7,23,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,78,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,6,"Keep Off The Grass"
"Ice Cream",7,25,"Keep Off The Grass"
"Ice Cream",7,6,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,34,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,25,"Keep Off The Grass"
"Ice Cream",7,100,"Keep Off The Grass"
"Ice Cream",7,6,"Keep Off The Grass"
"Ice Cream",7,4,"Keep Off The Grass"
"Ice Cream",7,3,"Keep Off The Grass"
"Ice Cream",7,22,"Keep Off The Grass"
"Ice Cream",7,33,"Keep Off The Grass"
"Ice Cream",7,60,"Keep Off The Grass"
"Ice Cream",7,13,"Keep Off The Grass"
"Ice Cream",7,13,"Keep Off The Grass"
"Ice Cream",7,2,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,95,"Keep Off The Grass"
"Ice Cream",7,4,"Keep Off The Grass"
"Ice Cream",7,6,"Keep Off The Grass"
"Ice Cream",7,46,"Keep Off The Grass"
"Ice Cream",7,50,"Keep Off The Grass"
"Ice Cream",7,18,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,33,"Keep Off The Grass"
"Ice Cream",7,50,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,5,"Keep Off The Grass"
"Ice Cream",7,4,"Keep Off The Grass"
"Ice Cream",7,36,"Keep Off The Grass"
"Ice Cream",7,5,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"Ice Cream",7,0,"Keep Off The Grass"
"vac clinic",7,26,"Keep Off The Grass"
"vac clinic",7,24,"Keep Off The Grass"
"vac clinic",7,29,"Keep Off The Grass"
"vac clinic",7,38,"Keep Off The Grass"
"vac clinic",7,14,"Keep Off The Grass"
"vac clinic",7,25,"Keep Off The Grass"
"vac clinic",7,50,"Keep Off The Grass"
"vac clinic",7,0,"Keep Off The Grass"
"vac clinic",7,0,"Keep Off The Grass"
"vac clinic",7,1,"Keep Off The Grass"
"vac clinic",7,34,"Keep Off The Grass"
"vac clinic",7,1,"Keep Off The Grass"
"vac clinic",7,54,"Keep Off The Grass"
"vac clinic",7,0,"Keep Off The Grass"
"vac clinic",7,100,"Keep Off The Grass"
"vac clinic",7,25,"Keep Off The Grass"
"vac clinic",7,1,"Keep Off The Grass"
"vac clinic",7,24,"Keep Off The Grass"
"vac clinic",7,17,"Keep Off The Grass"
"vac clinic",7,16,"Keep Off The Grass"
"vac clinic",7,2,"Keep Off The Grass"
"vac clinic",7,15,"Keep Off The Grass"
"vac clinic",7,6,"Keep Off The Grass"
"vac clinic",7,17,"Keep Off The Grass"
"vac clinic",7,100,"Keep Off The Grass"
"vac clinic",7,76,"Keep Off The Grass"
"vac clinic",7,25,"Keep Off The Grass"
"vac clinic",7,38,"Keep Off The Grass"
"vac clinic",7,51,"Keep Off The Grass"
"vac clinic",7,23,"Keep Off The Grass"
"vac clinic",7,4,"Keep Off The Grass"
"vac clinic",7,17,"Keep Off The Grass"
"vac clinic",7,34,"Keep Off The Grass"
"vac clinic",7,100,"Keep Off The Grass"
"vac clinic",7,9,"Keep Off The Grass"
"vac clinic",7,0,"Keep Off The Grass"
"vac clinic",7,10,"Keep Off The Grass"
"vac clinic",7,36,"Keep Off The Grass"
"vac clinic",7,23,"Keep Off The Grass"
"vac clinic",7,25,"Keep Off The Grass"
"vac clinic",7,6,"Keep Off The Grass"
"vac clinic",7,60,"Keep Off The Grass"
"vac clinic",7,14,"Keep Off The Grass"
"vac clinic",7,9,"Keep Off The Grass"
"vac clinic",7,5,"Keep Off The Grass"
"vac clinic",7,25,"Keep Off The Grass"
"vac clinic",7,9,"Keep Off The Grass"
"vac clinic",7,91,"Keep Off The Grass"
"vac clinic",7,17,"Keep Off The Grass"
"porta-potty",7,62,"Keep Off The Grass"
"porta-potty",7,100,"Keep Off The Grass"
"porta-potty",7,31,"Keep Off The Grass"
"porta-potty",7,46,"Keep Off The Grass"
"porta-potty",7,60,"Keep Off The Grass"
"porta-potty",7,0,"Keep Off The Grass"
"porta-potty",7,93,"Keep Off The Grass"
"porta-potty",7,75,"Keep Off The Grass"
"porta-potty",7,100,"Keep Off The Grass"
"porta-potty",7,50,"Keep Off The Grass"
"porta-potty",7,70,"Keep Off The Grass"
"porta-potty",7,59,"Keep Off The Grass"
"porta-potty",7,100,"Keep Off The Grass"
"porta-potty",7,17,"Keep Off The Grass"
"porta-potty",7,81,"Keep Off The Grass"
"porta-potty",7,23,"Keep Off The Grass"
"porta-potty",7,9,"Keep Off The Grass"
"porta-potty",7,74,"Keep Off The Grass"
"porta-potty",7,50,"Keep Off The Grass"
"porta-potty",7,25,"Keep Off The Grass"
"porta-potty",7,4,"Keep Off The Grass"
"porta-potty",7,50,"Keep Off The Grass"
"porta-potty",7,9,"Keep Off The Grass"
"porta-potty",7,30,"Keep Off The Grass"
"porta-potty",7,5,"Keep Off The Grass"
"porta-potty",7,78,"Keep Off The Grass"
"porta-potty",7,88,"Keep Off The Grass"
"porta-potty",7,53,"Keep Off The Grass"
"porta-potty",7,0,"Keep Off The Grass"
"porta-potty",7,20,"Keep Off The Grass"
"porta-potty",7,1,"Keep Off The Grass"
"porta-potty",7,57,"Keep Off The Grass"
"porta-potty",7,44,"Keep Off The Grass"
"porta-potty",7,39,"Keep Off The Grass"
"porta-potty",7,63,"Keep Off The Grass"
"porta-potty",7,80,"Keep Off The Grass"
"porta-potty",7,6,"Keep Off The Grass"
"porta-potty",7,88,"Keep Off The Grass"
"porta-potty",7,5,"Keep Off The Grass"
"porta-potty",7,77,"Keep Off The Grass"
"porta-potty",7,15,"Keep Off The Grass"
"porta-potty",7,100,"Keep Off The Grass"
"porta-potty",7,1,"Keep Off The Grass"
"porta-potty",7,78,"Keep Off The Grass"
"porta-potty",7,97,"Keep Off The Grass"
"porta-potty",7,25,"Keep Off The Grass"
"porta-potty",7,15,"Keep Off The Grass"
"porta-potty",7,57,"Keep Off The Grass"
"porta-potty",7,81,"Keep Off The Grass"
"police car",7,90,"Keep Off The Grass"
"police car",7,28,"Keep Off The Grass"
"police car",7,77,"Keep Off The Grass"
"police car",7,25,"Keep Off The Grass"
"police car",7,76,"Keep Off The Grass"
"police car",7,70,"Keep Off The Grass"
"police car",7,5,"Keep Off The Grass"
"police car",7,0,"Keep Off The Grass"
"police car",7,59,"Keep Off The Grass"
"police car",7,27,"Keep Off The Grass"
"police car",7,27,"Keep Off The Grass"
"police car",7,100,"Keep Off The Grass"
"police car",7,26,"Keep Off The Grass"
"police car",7,25,"Keep Off The Grass"
"police car",7,98,"Keep Off The Grass"
"police car",7,8,"Keep Off The Grass"
"police car",7,50,"Keep Off The Grass"
"police car",7,1,"Keep Off The Grass"
"police car",7,52,"Keep Off The Grass"
"police car",7,15,"Keep Off The Grass"
"police car",7,40,"Keep Off The Grass"
"police car",7,51,"Keep Off The Grass"
"police car",7,88,"Keep Off The Grass"
"police car",7,16,"Keep Off The Grass"
"police car",7,43,"Keep Off The Grass"
"police car",7,0,"Keep Off The Grass"
"police car",7,69,"Keep Off The Grass"
"police car",7,26,"Keep Off The Grass"
"police car",7,50,"Keep Off The Grass"
"police car",7,93,"Keep Off The Grass"
"police car",7,100,"Keep Off The Grass"
"police car",7,28,"Keep Off The Grass"
"police car",7,0,"Keep Off The Grass"
"police car",7,10,"Keep Off The Grass"
"police car",7,38,"Keep Off The Grass"
"police car",7,52,"Keep Off The Grass"
"police car",7,17,"Keep Off The Grass"
"police car",7,25,"Keep Off The Grass"
"police car",7,24,"Keep Off The Grass"
"police car",7,6,"Keep Off The Grass"
"police car",7,21,"Keep Off The Grass"
"police car",7,97,"Keep Off The Grass"
"police car",7,0,"Keep Off The Grass"
"police car",7,96,"Keep Off The Grass"
"police car",7,23,"Keep Off The Grass"
"police car",7,24,"Keep Off The Grass"
"police car",7,0,"Keep Off The Grass"
"police car",7,59,"Keep Off The Grass"
"police car",7,7,"Keep Off The Grass"
"a friend",7,26,"Keep Off The Grass"
"a friend",7,23,"Keep Off The Grass"
"a friend",7,29,"Keep Off The Grass"
"a friend",7,39,"Keep Off The Grass"
"a friend",7,56,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,10,"Keep Off The Grass"
"a friend",7,21,"Keep Off The Grass"
"a friend",7,7,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,28,"Keep Off The Grass"
"a friend",7,5,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,50,"Keep Off The Grass"
"a friend",7,9,"Keep Off The Grass"
"a friend",7,4,"Keep Off The Grass"
"a friend",7,24,"Keep Off The Grass"
"a friend",7,95,"Keep Off The Grass"
"a friend",7,6,"Keep Off The Grass"
"a friend",7,50,"Keep Off The Grass"
"a friend",7,24,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,28,"Keep Off The Grass"
"a friend",7,13,"Keep Off The Grass"
"a friend",7,35,"Keep Off The Grass"
"a friend",7,76,"Keep Off The Grass"
"a friend",7,73,"Keep Off The Grass"
"a friend",7,44,"Keep Off The Grass"
"a friend",7,70,"Keep Off The Grass"
"a friend",7,24,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,22,"Keep Off The Grass"
"a friend",7,50,"Keep Off The Grass"
"a friend",7,100,"Keep Off The Grass"
"a friend",7,96,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,39,"Keep Off The Grass"
"a friend",7,100,"Keep Off The Grass"
"a friend",7,1,"Keep Off The Grass"
"a friend",7,18,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,23,"Keep Off The Grass"
"a friend",7,6,"Keep Off The Grass"
"a friend",7,28,"Keep Off The Grass"
"a friend",7,8,"Keep Off The Grass"
"a friend",7,0,"Keep Off The Grass"
"a friend",7,3,"Keep Off The Grass"
"a friend",7,3,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,4,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,97,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,84,"Keep Off The Grass"
"Pain",6,99,"Keep Off The Grass"
"Pain",6,81,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,77,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,99,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,99,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,24,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,0,"Keep Off The Grass"
"Pain",6,99,"Keep Off The Grass"
"Pain",6,73,"Keep Off The Grass"
"Pain",6,96,"Keep Off The Grass"
"Pain",6,79,"Keep Off The Grass"
"Pain",6,78,"Keep Off The Grass"
"Pain",6,92,"Keep Off The Grass"
"Pain",6,98,"Keep Off The Grass"
"Pain",6,95,"Keep Off The Grass"
"Pain",6,97,"Keep Off The Grass"
"Pain",6,26,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,98,"Keep Off The Grass"
"Pain",6,90,"Keep Off The Grass"
"Pain",6,57,"Keep Off The Grass"
"Pain",6,3,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,75,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,66,"Keep Off The Grass"
"Pain",6,21,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,95,"Keep Off The Grass"
"Pain",6,100,"Keep Off The Grass"
"Pain",6,87,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,27,"Keep Off The Grass"
"Ice Cream",6,20,"Keep Off The Grass"
"Ice Cream",6,100,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,14,"Keep Off The Grass"
"Ice Cream",6,21,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,11,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,2,"Keep Off The Grass"
"Ice Cream",6,5,"Keep Off The Grass"
"Ice Cream",6,2,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,3,"Keep Off The Grass"
"Ice Cream",6,23,"Keep Off The Grass"
"Ice Cream",6,37,"Keep Off The Grass"
"Ice Cream",6,41,"Keep Off The Grass"
"Ice Cream",6,24,"Keep Off The Grass"
"Ice Cream",6,80,"Keep Off The Grass"
"Ice Cream",6,26,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,25,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,15,"Keep Off The Grass"
"Ice Cream",6,34,"Keep Off The Grass"
"Ice Cream",6,37,"Keep Off The Grass"
"Ice Cream",6,22,"Keep Off The Grass"
"Ice Cream",6,55,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,6,"Keep Off The Grass"
"Ice Cream",6,46,"Keep Off The Grass"
"Ice Cream",6,20,"Keep Off The Grass"
"Ice Cream",6,11,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,23,"Keep Off The Grass"
"Ice Cream",6,23,"Keep Off The Grass"
"Ice Cream",6,96,"Keep Off The Grass"
"Ice Cream",6,10,"Keep Off The Grass"
"Ice Cream",6,100,"Keep Off The Grass"
"Ice Cream",6,0,"Keep Off The Grass"
"Ice Cream",6,25,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,6,"Keep Off The Grass"
"vac clinic",6,23,"Keep Off The Grass"
"vac clinic",6,1,"Keep Off The Grass"
"vac clinic",6,16,"Keep Off The Grass"
"vac clinic",6,29,"Keep Off The Grass"
"vac clinic",6,23,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,30,"Keep Off The Grass"
"vac clinic",6,50,"Keep Off The Grass"
"vac clinic",6,1,"Keep Off The Grass"
"vac clinic",6,51,"Keep Off The Grass"
"vac clinic",6,36,"Keep Off The Grass"
"vac clinic",6,56,"Keep Off The Grass"
"vac clinic",6,18,"Keep Off The Grass"
"vac clinic",6,25,"Keep Off The Grass"
"vac clinic",6,2,"Keep Off The Grass"
"vac clinic",6,34,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,96,"Keep Off The Grass"
"vac clinic",6,94,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,100,"Keep Off The Grass"
"vac clinic",6,32,"Keep Off The Grass"
"vac clinic",6,2,"Keep Off The Grass"
"vac clinic",6,33,"Keep Off The Grass"
"vac clinic",6,51,"Keep Off The Grass"
"vac clinic",6,99,"Keep Off The Grass"
"vac clinic",6,24,"Keep Off The Grass"
"vac clinic",6,37,"Keep Off The Grass"
"vac clinic",6,51,"Keep Off The Grass"
"vac clinic",6,25,"Keep Off The Grass"
"vac clinic",6,23,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,0,"Keep Off The Grass"
"vac clinic",6,29,"Keep Off The Grass"
"vac clinic",6,10,"Keep Off The Grass"
"vac clinic",6,23,"Keep Off The Grass"
"vac clinic",6,21,"Keep Off The Grass"
"vac clinic",6,24,"Keep Off The Grass"
"vac clinic",6,11,"Keep Off The Grass"
"vac clinic",6,28,"Keep Off The Grass"
"vac clinic",6,34,"Keep Off The Grass"
"vac clinic",6,50,"Keep Off The Grass"
"vac clinic",6,43,"Keep Off The Grass"
"vac clinic",6,50,"Keep Off The Grass"
"vac clinic",6,52,"Keep Off The Grass"
"vac clinic",6,100,"Keep Off The Grass"
"porta-potty",6,23,"Keep Off The Grass"
"porta-potty",6,18,"Keep Off The Grass"
"porta-potty",6,76,"Keep Off The Grass"
"porta-potty",6,27,"Keep Off The Grass"
"porta-potty",6,63,"Keep Off The Grass"
"porta-potty",6,23,"Keep Off The Grass"
"porta-potty",6,56,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,4,"Keep Off The Grass"
"porta-potty",6,100,"Keep Off The Grass"
"porta-potty",6,7,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,24,"Keep Off The Grass"
"porta-potty",6,32,"Keep Off The Grass"
"porta-potty",6,8,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,23,"Keep Off The Grass"
"porta-potty",6,46,"Keep Off The Grass"
"porta-potty",6,36,"Keep Off The Grass"
"porta-potty",6,26,"Keep Off The Grass"
"porta-potty",6,81,"Keep Off The Grass"
"porta-potty",6,78,"Keep Off The Grass"
"porta-potty",6,36,"Keep Off The Grass"
"porta-potty",6,41,"Keep Off The Grass"
"porta-potty",6,100,"Keep Off The Grass"
"porta-potty",6,23,"Keep Off The Grass"
"porta-potty",6,51,"Keep Off The Grass"
"porta-potty",6,13,"Keep Off The Grass"
"porta-potty",6,55,"Keep Off The Grass"
"porta-potty",6,50,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,25,"Keep Off The Grass"
"porta-potty",6,53,"Keep Off The Grass"
"porta-potty",6,1,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,61,"Keep Off The Grass"
"porta-potty",6,100,"Keep Off The Grass"
"porta-potty",6,38,"Keep Off The Grass"
"porta-potty",6,2,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,47,"Keep Off The Grass"
"porta-potty",6,55,"Keep Off The Grass"
"porta-potty",6,1,"Keep Off The Grass"
"porta-potty",6,100,"Keep Off The Grass"
"porta-potty",6,17,"Keep Off The Grass"
"porta-potty",6,98,"Keep Off The Grass"
"porta-potty",6,46,"Keep Off The Grass"
"porta-potty",6,0,"Keep Off The Grass"
"porta-potty",6,21,"Keep Off The Grass"
"porta-potty",6,37,"Keep Off The Grass"
"police car",6,73,"Keep Off The Grass"
"police car",6,43,"Keep Off The Grass"
"police car",6,9,"Keep Off The Grass"
"police car",6,50,"Keep Off The Grass"
"police car",6,22,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,51,"Keep Off The Grass"
"police car",6,86,"Keep Off The Grass"
"police car",6,100,"Keep Off The Grass"
"police car",6,23,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,99,"Keep Off The Grass"
"police car",6,57,"Keep Off The Grass"
"police car",6,100,"Keep Off The Grass"
"police car",6,3,"Keep Off The Grass"
"police car",6,35,"Keep Off The Grass"
"police car",6,51,"Keep Off The Grass"
"police car",6,42,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,45,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,88,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,36,"Keep Off The Grass"
"police car",6,15,"Keep Off The Grass"
"police car",6,88,"Keep Off The Grass"
"police car",6,94,"Keep Off The Grass"
"police car",6,50,"Keep Off The Grass"
"police car",6,1,"Keep Off The Grass"
"police car",6,23,"Keep Off The Grass"
"police car",6,26,"Keep Off The Grass"
"police car",6,17,"Keep Off The Grass"
"police car",6,31,"Keep Off The Grass"
"police car",6,33,"Keep Off The Grass"
"police car",6,24,"Keep Off The Grass"
"police car",6,52,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,34,"Keep Off The Grass"
"police car",6,24,"Keep Off The Grass"
"police car",6,25,"Keep Off The Grass"
"police car",6,33,"Keep Off The Grass"
"police car",6,86,"Keep Off The Grass"
"police car",6,81,"Keep Off The Grass"
"police car",6,0,"Keep Off The Grass"
"police car",6,26,"Keep Off The Grass"
"police car",6,100,"Keep Off The Grass"
"police car",6,15,"Keep Off The Grass"
"a friend",6,23,"Keep Off The Grass"
"a friend",6,50,"Keep Off The Grass"
"a friend",6,13,"Keep Off The Grass"
"a friend",6,97,"Keep Off The Grass"
"a friend",6,14,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,26,"Keep Off The Grass"
"a friend",6,9,"Keep Off The Grass"
"a friend",6,72,"Keep Off The Grass"
"a friend",6,27,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,17,"Keep Off The Grass"
"a friend",6,71,"Keep Off The Grass"
"a friend",6,40,"Keep Off The Grass"
"a friend",6,5,"Keep Off The Grass"
"a friend",6,100,"Keep Off The Grass"
"a friend",6,100,"Keep Off The Grass"
"a friend",6,3,"Keep Off The Grass"
"a friend",6,12,"Keep Off The Grass"
"a friend",6,39,"Keep Off The Grass"
"a friend",6,15,"Keep Off The Grass"
"a friend",6,4,"Keep Off The Grass"
"a friend",6,24,"Keep Off The Grass"
"a friend",6,17,"Keep Off The Grass"
"a friend",6,24,"Keep Off The Grass"
"a friend",6,26,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,2,"Keep Off The Grass"
"a friend",6,3,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,47,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,45,"Keep Off The Grass"
"a friend",6,13,"Keep Off The Grass"
"a friend",6,6,"Keep Off The Grass"
"a friend",6,14,"Keep Off The Grass"
"a friend",6,24,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,25,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,2,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,0,"Keep Off The Grass"
"a friend",6,7,"Keep Off The Grass"
"a friend",6,52,"Keep Off The Grass"
"a friend",6,5,"Keep Off The Grass"
"a friend",6,11,"Keep Off The Grass"
"a friend",6,10,"Keep Off The Grass"
"a friend",6,12,"Keep Off The Grass"
"a friend",6,7,"Keep Off The Grass"
"a friend",6,66,"Keep Off The Grass"
"Pain",5,99,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,0,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,83,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,98,"Keep Off The Grass"
"Pain",5,42,"Keep Off The Grass"
"Pain",5,77,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,74,"Keep Off The Grass"
"Pain",5,88,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,98,"Keep Off The Grass"
"Pain",5,95,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,0,"Keep Off The Grass"
"Pain",5,64,"Keep Off The Grass"
"Pain",5,92,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,96,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,61,"Keep Off The Grass"
"Pain",5,67,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,28,"Keep Off The Grass"
"Pain",5,4,"Keep Off The Grass"
"Pain",5,73,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,54,"Keep Off The Grass"
