"Goal","Steps on Grass","Moral Judgment","Sign"
"porta-potty",7,74,"No Sign"
"porta-potty",7,96,"No Sign"
"porta-potty",7,75,"No Sign"
"porta-potty",7,100,"No Sign"
"porta-potty",7,98,"No Sign"
"porta-potty",7,76,"No Sign"
"porta-potty",7,83,"No Sign"
"porta-potty",7,99,"No Sign"
"porta-potty",7,30,"No Sign"
"porta-potty",7,25,"No Sign"
"porta-potty",7,17,"No Sign"
"porta-potty",7,74,"No Sign"
"porta-potty",7,100,"No Sign"
"vac clinic",7,77,"No Sign"
"vac clinic",7,68,"No Sign"
"vac clinic",7,13,"No Sign"
"vac clinic",7,50,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,86,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,74,"No Sign"
"vac clinic",7,41,"No Sign"
"vac clinic",7,75,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,40,"No Sign"
"vac clinic",7,1,"No Sign"
"vac clinic",7,3,"No Sign"
"vac clinic",7,98,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,32,"No Sign"
"vac clinic",7,35,"No Sign"
"vac clinic",7,82,"No Sign"
"vac clinic",7,37,"No Sign"
"vac clinic",7,32,"No Sign"
"vac clinic",7,78,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,23,"No Sign"
"vac clinic",7,5,"No Sign"
"vac clinic",7,80,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,100,"No Sign"
"vac clinic",7,0,"No Sign"
"vac clinic",7,50,"No Sign"
"vac clinic",7,32,"No Sign"
"vac clinic",7,24,"No Sign"
"vac clinic",7,74,"No Sign"
"vac clinic",7,38,"No Sign"
"vac clinic",7,88,"No Sign"
"vac clinic",7,73,"No Sign"
"vac clinic",7,93,"No Sign"
"vac clinic",7,11,"No Sign"
"vac clinic",7,76,"No Sign"
"vac clinic",7,37,"No Sign"
"vac clinic",7,18,"No Sign"
"vac clinic",7,24,"No Sign"
"vac clinic",7,0,"No Sign"
"vac clinic",7,76,"No Sign"
"vac clinic",7,100,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,25,"No Sign"
"Ice Cream",7,34,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,75,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,75,"No Sign"
"Ice Cream",7,71,"No Sign"
"Ice Cream",7,57,"No Sign"
"Ice Cream",7,34,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,88,"No Sign"
"Ice Cream",7,53,"No Sign"
"Ice Cream",7,0,"No Sign"
"Ice Cream",7,3,"No Sign"
"Ice Cream",7,34,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,23,"No Sign"
"Ice Cream",7,29,"No Sign"
"Ice Cream",7,91,"No Sign"
"Ice Cream",7,26,"No Sign"
"Ice Cream",7,5,"No Sign"
"Ice Cream",7,68,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,22,"No Sign"
"Ice Cream",7,14,"No Sign"
"Ice Cream",7,81,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,100,"No Sign"
"Ice Cream",7,7,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,28,"No Sign"
"Ice Cream",7,22,"No Sign"
"Ice Cream",7,75,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,50,"No Sign"
"Ice Cream",7,64,"No Sign"
"Ice Cream",7,97,"No Sign"
"Ice Cream",7,24,"No Sign"
"Ice Cream",7,62,"No Sign"
"Ice Cream",7,31,"No Sign"
"Ice Cream",7,99,"No Sign"
"Ice Cream",7,24,"No Sign"
"Ice Cream",7,32,"No Sign"
"Ice Cream",7,74,"No Sign"
"Ice Cream",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,97,"No Sign"
"Pain",7,92,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,96,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,41,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,77,"No Sign"
"Pain",7,97,"No Sign"
"Pain",7,99,"No Sign"
"Pain",7,91,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,99,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,84,"No Sign"
"Pain",7,94,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,97,"No Sign"
"Pain",7,98,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,99,"No Sign"
"Pain",7,90,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,75,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,93,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
"Pain",7,100,"No Sign"
