myopia,shortcutiness,probability,goal,grass_capacity,population
0.0,0.0,1.30915388976635e-37,pain,200,100
0.0,0.010101010101010102,1.0065299852976986e-37,pain,200,100
0.0,0.020202020202020204,4.618859530547138e-37,pain,200,100
0.0,0.030303030303030304,2.682024567293471e-37,pain,200,100
0.0,0.04040404040404041,3.145804521596602e-37,pain,200,100
0.0,0.05050505050505051,2.4053010758204028e-37,pain,200,100
0.0,0.06060606060606061,1.3144762675648095e-37,pain,200,100
0.0,0.07070707070707072,1.8507234705843523e-37,pain,200,100
0.0,0.08080808080808081,8.488611327420222e-38,pain,200,100
0.0,0.09090909090909091,2.232131031547878e-37,pain,200,100
0.0,0.10101010101010102,9.185230267226362e-38,pain,200,100
0.0,0.11111111111111112,1.5818235385375394e-37,pain,200,100
0.0,0.12121212121212122,2.212575881534311e-37,pain,200,100
0.0,0.13131313131313133,1.5479572205881444e-37,pain,200,100
0.0,0.14141414141414144,5.334289881643986e-37,pain,200,100
0.0,0.15151515151515152,3.792547492486422e-37,pain,200,100
0.0,0.16161616161616163,6.969557392774729e-37,pain,200,100
0.0,0.17171717171717174,1.7136785066616444e-37,pain,200,100
0.0,0.18181818181818182,1.2047963971656183e-37,pain,200,100
0.0,0.19191919191919193,2.435451748194396e-37,pain,200,100
0.0,0.20202020202020204,2.2565637447517113e-37,pain,200,100
0.0,0.21212121212121213,1.8587125952463692e-37,pain,200,100
0.0,0.22222222222222224,1.8606931091421411e-37,pain,200,100
0.0,0.23232323232323235,9.282978222022138e-38,pain,200,100
0.0,0.24242424242424243,1.8763417036130456e-37,pain,200,100
0.0,0.25252525252525254,1.207105643571605e-37,pain,200,100
0.0,0.26262626262626265,2.8983082407593844e-37,pain,200,100
0.0,0.27272727272727276,1.5713694167592217e-37,pain,200,100
0.0,0.2828282828282829,2.2104685988657934e-37,pain,200,100
0.0,0.29292929292929293,2.068921422411241e-37,pain,200,100
0.0,0.30303030303030304,1.8422905973581801e-37,pain,200,100
0.0,0.31313131313131315,2.400967265609712e-37,pain,200,100
0.0,0.32323232323232326,1.730627329405056e-37,pain,200,100
0.0,0.33333333333333337,6.436110408519138e-37,pain,200,100
0.0,0.3434343434343435,1.0944429575608163e-37,pain,200,100
0.0,0.3535353535353536,1.4478999707832797e-37,pain,200,100
0.0,0.36363636363636365,2.68944348089017e-37,pain,200,100
0.0,0.37373737373737376,1.0170854829781711e-37,pain,200,100
0.0,0.38383838383838387,2.619899074329983e-37,pain,200,100
0.0,0.393939393939394,2.915990306018736e-37,pain,200,100
0.0,0.4040404040404041,1.5589315387751283e-37,pain,200,100
0.0,0.4141414141414142,1.2960445974374593e-37,pain,200,100
0.0,0.42424242424242425,1.429475152626596e-37,pain,200,100
0.0,0.43434343434343436,1.4460436007734352e-37,pain,200,100
0.0,0.4444444444444445,1.875874724789291e-37,pain,200,100
0.0,0.4545454545454546,1.4251763344738544e-37,pain,200,100
0.0,0.4646464646464647,1.565481449692741e-37,pain,200,100
0.0,0.4747474747474748,2.0282990106423266e-37,pain,200,100
0.0,0.48484848484848486,2.473695902743783e-37,pain,200,100
0.0,0.494949494949495,1.8743481688188868e-37,pain,200,100
0.0,0.5050505050505051,1.884839488960912e-37,pain,200,100
0.0,0.5151515151515152,1.5710828722696254e-37,pain,200,100
0.0,0.5252525252525253,1.1094892845006493e-37,pain,200,100
0.0,0.5353535353535354,2.206572333493718e-37,pain,200,100
0.0,0.5454545454545455,7.035013634814308e-37,pain,200,100
0.0,0.5555555555555556,4.130921183226081e-37,pain,200,100
0.0,0.5656565656565657,2.887284654139943e-37,pain,200,100
0.0,0.5757575757575758,1.5541734129750251e-37,pain,200,100
0.0,0.5858585858585859,8.516488620077002e-38,pain,200,100
0.0,0.595959595959596,3.1931754819141916e-37,pain,200,100
0.0,0.6060606060606061,1.311244290585663e-37,pain,200,100
0.0,0.6161616161616162,1.4257570938251832e-37,pain,200,100
0.0,0.6262626262626263,1.7096343253814092e-37,pain,200,100
0.0,0.6363636363636365,2.0404190455542825e-37,pain,200,100
0.0,0.6464646464646465,2.217319667955744e-37,pain,200,100
0.0,0.6565656565656566,2.063950986874322e-37,pain,200,100
0.0,0.6666666666666667,6.965442308057619e-38,pain,200,100
0.0,0.6767676767676768,1.8709208782829325e-37,pain,200,100
0.0,0.686868686868687,1.5566229501678322e-37,pain,200,100
0.0,0.696969696969697,3.81717889006643e-37,pain,200,100
0.0,0.7070707070707072,1.4565643732724704e-37,pain,200,100
0.0,0.7171717171717172,1.869027507424781e-37,pain,200,100
0.0,0.7272727272727273,5.418845683634957e-37,pain,200,100
0.0,0.7373737373737375,4.4971488171933285e-37,pain,200,100
0.0,0.7474747474747475,2.4341884336274886e-37,pain,200,100
0.0,0.7575757575757577,1.883691318063941e-37,pain,200,100
0.0,0.7676767676767677,9.315000065510707e-38,pain,200,100
0.0,0.7777777777777778,4.99433040602207e-37,pain,200,100
0.0,0.787878787878788,1.192072751947048e-37,pain,200,100
0.0,0.797979797979798,1.0933589095650774e-37,pain,200,100
0.0,0.8080808080808082,2.2489827424960825e-37,pain,200,100
0.0,0.8181818181818182,2.0158002420744993e-37,pain,200,100
0.0,0.8282828282828284,2.439274289899417e-37,pain,200,100
0.0,0.8383838383838385,4.114021713452409e-37,pain,200,100
0.0,0.8484848484848485,1.303619504583707e-37,pain,200,100
0.0,0.8585858585858587,2.2096071648276146e-37,pain,200,100
