myopia,shortcutiness,probability,goal,grass_capacity,population
0.0,0.0,8.567069874296768e-15,porta-potty,200,100
0.0,0.010101010101010102,3.547804326228461e-15,porta-potty,200,100
0.0,0.020202020202020204,2.651776824386884e-14,porta-potty,200,100
0.0,0.030303030303030304,1.3074752484207894e-14,porta-potty,200,100
0.0,0.04040404040404041,2.877814491670044e-14,porta-potty,200,100
0.0,0.05050505050505051,5.606100763698284e-14,porta-potty,200,100
0.0,0.06060606060606061,1.865331735196405e-15,porta-potty,200,100
0.0,0.07070707070707072,6.8027509933071615e-15,porta-potty,200,100
0.0,0.08080808080808081,1.3528762704012683e-14,porta-potty,200,100
0.0,0.09090909090909091,1.1565662661665291e-14,porta-potty,200,100
0.0,0.10101010101010102,2.189146824046836e-15,porta-potty,200,100
0.0,0.11111111111111112,1.3098736537725827e-14,porta-potty,200,100
0.0,0.12121212121212122,5.3078123722956136e-14,porta-potty,200,100
0.0,0.13131313131313133,2.0091303074270988e-14,porta-potty,200,100
0.0,0.14141414141414144,9.376093763509904e-15,porta-potty,200,100
0.0,0.15151515151515152,4.331440919284126e-15,porta-potty,200,100
0.0,0.16161616161616163,1.113694344912722e-15,porta-potty,200,100
0.0,0.17171717171717174,1.8459675431440726e-14,porta-potty,200,100
0.0,0.18181818181818182,7.954083500549368e-15,porta-potty,200,100
0.0,0.19191919191919193,5.312202453501403e-15,porta-potty,200,100
0.0,0.20202020202020204,2.1493236918923536e-14,porta-potty,200,100
0.0,0.21212121212121213,1.211158928441995e-14,porta-potty,200,100
0.0,0.22222222222222224,3.406369652970094e-14,porta-potty,200,100
0.0,0.23232323232323235,1.6366517712729572e-13,porta-potty,200,100
0.0,0.24242424242424243,3.802840164440921e-14,porta-potty,200,100
0.0,0.25252525252525254,1.5834366408747797e-15,porta-potty,200,100
0.0,0.26262626262626265,1.1517873506055103e-14,porta-potty,200,100
0.0,0.27272727272727276,4.631063118420734e-14,porta-potty,200,100
0.0,0.2828282828282829,1.825091394873027e-14,porta-potty,200,100
0.0,0.29292929292929293,1.2879710164095308e-14,porta-potty,200,100
0.0,0.30303030303030304,1.5968169055852222e-14,porta-potty,200,100
0.0,0.31313131313131315,3.2371042968355615e-14,porta-potty,200,100
0.0,0.32323232323232326,6.0725479646719514e-15,porta-potty,200,100
0.0,0.33333333333333337,8.510193061180271e-15,porta-potty,200,100
0.0,0.3434343434343435,2.4509012045023336e-14,porta-potty,200,100
0.0,0.3535353535353536,4.118154752189036e-15,porta-potty,200,100
0.0,0.36363636363636365,6.230624326932635e-15,porta-potty,200,100
0.0,0.37373737373737376,8.651502692570647e-15,porta-potty,200,100
0.0,0.38383838383838387,9.300324306075826e-15,porta-potty,200,100
0.0,0.393939393939394,4.9410038516939626e-15,porta-potty,200,100
0.0,0.4040404040404041,6.533821085363252e-15,porta-potty,200,100
0.0,0.4141414141414142,4.968840822326657e-14,porta-potty,200,100
0.0,0.42424242424242425,4.205616279968803e-15,porta-potty,200,100
0.0,0.43434343434343436,6.009044507859722e-15,porta-potty,200,100
0.0,0.4444444444444445,1.7895034321143904e-15,porta-potty,200,100
0.0,0.4545454545454546,5.113969950760077e-15,porta-potty,200,100
0.0,0.4646464646464647,1.7260505036949839e-15,porta-potty,200,100
0.0,0.4747474747474748,1.6522316555478068e-14,porta-potty,200,100
0.0,0.48484848484848486,7.68101959626163e-18,porta-potty,200,100
0.0,0.494949494949495,1.8155650938069372e-14,porta-potty,200,100
0.0,0.5050505050505051,1.5251624458131342e-14,porta-potty,200,100
0.0,0.5151515151515152,3.4567501129431943e-15,porta-potty,200,100
0.0,0.5252525252525253,1.5688967604697744e-19,porta-potty,200,100
0.0,0.5353535353535354,4.317345147841245e-23,porta-potty,200,100
0.0,0.5454545454545455,4.6713585521436554e-23,porta-potty,200,100
0.0,0.5555555555555556,1.3384327655627682e-23,porta-potty,200,100
0.0,0.5656565656565657,1.1145185532676268e-27,porta-potty,200,100
0.0,0.5757575757575758,4.0738752326054065e-19,porta-potty,200,100
0.0,0.5858585858585859,7.667294837031874e-44,porta-potty,200,100
0.0,0.595959595959596,2.4047907885474504e-19,porta-potty,200,100
0.0,0.6060606060606061,2.957442210527046e-36,porta-potty,200,100
0.0,0.6161616161616162,1.2445592594815478e-44,porta-potty,200,100
0.0,0.6262626262626263,4.099545974085897e-28,porta-potty,200,100
0.0,0.6363636363636365,1.5106301702556975e-36,porta-potty,200,100
