myopia,averaged_posterior_probability
0.0,8.252999620164054e-50
0.010101010101010102,9.87042978078319e-49
0.020202020202020204,5.256774863969356e-49
0.030303030303030304,1.835049358661816e-48
0.04040404040404041,2.1730953642957004e-48
0.05050505050505051,1.1760545683376028e-47
0.06060606060606061,4.374775063621935e-47
0.07070707070707072,1.3312093005706205e-46
0.08080808080808081,2.279326576958791e-45
0.09090909090909091,2.488045598074186e-46
0.10101010101010102,4.484367843951997e-45
0.11111111111111112,1.345296642637274e-44
0.12121212121212122,8.744236679889594e-45
0.13131313131313133,3.249896524388579e-43
0.14141414141414144,6.251775120657168e-43
0.15151515151515152,8.309206415983777e-43
0.16161616161616163,2.735506920699932e-42
0.17171717171717174,3.8464607491374827e-41
0.18181818181818182,5.56488834266277e-42
0.19191919191919193,1.2941606444889175e-40
0.20202020202020204,4.191519231221875e-40
0.21212121212121213,1.1409415622746166e-39
0.22222222222222224,1.6306387772525162e-39
0.23232323232323235,4.060108613828875e-39
0.24242424242424243,4.2976541113539395e-38
0.25252525252525254,3.221962702481907e-37
0.26262626262626265,3.6509408640120294e-37
0.27272727272727276,5.715365725432091e-37
0.2828282828282829,4.321390918781197e-36
0.29292929292929293,1.332331046279169e-35
0.30303030303030304,7.814229734825684e-36
0.31313131313131315,1.03143302163881e-34
0.32323232323232326,3.8568234087449055e-35
0.33333333333333337,3.3981969476304894e-34
0.3434343434343435,1.018639414390173e-33
0.3535353535353536,9.071231005077346e-33
0.36363636363636365,2.2726786028217618e-32
0.37373737373737376,7.621315957753144e-32
0.38383838383838387,3.113346812073539e-31
0.393939393939394,5.3954851762905935e-31
0.4040404040404041,6.70731098055441e-30
0.4141414141414142,1.4753124340318517e-29
0.42424242424242425,1.4338294143790517e-29
0.43434343434343436,1.2056181882988541e-28
0.4444444444444445,4.4502067200403765e-28
0.4545454545454546,2.1825922347809544e-27
0.4646464646464647,1.7622641434597056e-27
0.4747474747474748,8.549682977943e-27
0.48484848484848486,3.754688084830845e-26
0.494949494949495,6.282487306821077e-26
0.5050505050505051,1.4716621095596688e-25
0.5151515151515152,4.664458864320432e-25
0.5252525252525253,2.2772796409930998e-24
0.5353535353535354,4.8343403178903364e-24
0.5454545454545455,2.0968961220435928e-23
0.5555555555555556,3.0846323135962046e-23
0.5656565656565657,2.123648513693696e-22
0.5757575757575758,5.729816761081495e-22
0.5858585858585859,2.8029953390392135e-21
0.595959595959596,2.8825822278409638e-21
0.6060606060606061,1.703200361038857e-20
0.6161616161616162,9.711826400187904e-20
0.6262626262626263,3.033405026751722e-19
0.6363636363636365,6.197309488623539e-19
0.6464646464646465,7.499212970906054e-19
0.6565656565656566,6.627201293610006e-18
0.6666666666666667,1.5251951965574397e-17
0.6767676767676768,2.573975293623084e-17
0.686868686868687,1.2044065657055875e-16
0.696969696969697,6.660019743181684e-16
0.7070707070707072,1.8527482040098288e-15
0.7171717171717172,7.23175351518485e-15
0.7272727272727273,1.501461345178751e-14
0.7373737373737375,7.291421289513531e-14
0.7474747474747475,1.6264909248841767e-13
0.7575757575757577,4.75305651801429e-13
0.7676767676767677,1.5619479731556535e-12
0.7777777777777778,5.802288593609056e-12
0.787878787878788,2.0859290662808564e-11
0.797979797979798,6.657208063397244e-11
0.8080808080808082,1.8076833330014355e-10
0.8181818181818182,4.892362092748329e-10
0.8282828282828284,1.9550680257703493e-09
0.8383838383838385,5.231825065169656e-09
0.8484848484848485,1.8201839775798616e-08
0.8585858585858587,5.259793528076965e-08
0.8686868686868687,1.7842719464029047e-07
0.8787878787878789,4.680056083239397e-07
0.888888888888889,1.6928806882053584e-06
0.8989898989898991,5.323279866524858e-06
0.9090909090909092,1.7045602495213476e-05
0.9191919191919192,5.678223885582736e-05
0.9292929292929294,0.00018603077973260192
0.9393939393939394,0.0006080019110222797
0.9494949494949496,0.0019581727811003144
0.9595959595959597,0.00624158464997471
0.9696969696969697,0.019920285378703977
0.9797979797979799,0.064362775023893
0.98989898989899,0.21384058872131217
1.0,0.692800991567348
