myopia,averaged_posterior_probability
0.0,4.511139681872978e-58
0.010101010101010102,2.277796817857328e-57
0.020202020202020204,4.1912370265586483e-57
0.030303030303030304,2.0531250317481458e-57
0.04040404040404041,2.098046336563253e-55
0.05050505050505051,1.2587183328441411e-51
0.06060606060606061,1.332618103942712e-54
0.07070707070707072,2.39208439658342e-54
0.08080808080808081,7.139524558259014e-54
0.09090909090909091,5.905236186281324e-53
0.10101010101010102,4.9229164408984204e-52
0.11111111111111112,8.012642677451168e-52
0.12121212121212122,5.839710714824835e-49
0.13131313131313133,3.366232834554483e-44
0.14141414141414144,2.127011540845342e-50
0.15151515151515152,1.4311006999943295e-49
0.16161616161616163,6.7239492898230686e-49
0.17171717171717174,1.3085811407065885e-48
0.18181818181818182,1.6873594872839006e-47
0.19191919191919193,6.323001286517166e-44
0.20202020202020204,1.3950821467957447e-46
0.21212121212121213,6.124854706229057e-46
0.22222222222222224,6.366081081885405e-46
0.23232323232323235,1.9272474338117897e-42
0.24242424242424243,3.2146738067616085e-44
0.25252525252525254,1.7021783293023578e-43
0.26262626262626265,2.280667921412602e-43
0.27272727272727276,1.2657439912293915e-42
0.2828282828282829,7.627701399025663e-42
0.29292929292929293,4.5493960082199846e-39
0.30303030303030304,4.12418926457825e-41
0.31313131313131315,1.062984232261571e-37
0.32323232323232326,2.831840639403946e-40
0.33333333333333337,3.0066227671400915e-39
0.3434343434343435,1.3994919704469787e-38
0.3535353535353536,3.0629905931233993e-38
0.36363636363636365,6.934385465941063e-33
0.37373737373737376,1.4755911281125905e-36
0.38383838383838387,1.7799947931297446e-36
0.393939393939394,8.278103615461851e-34
0.4040404040404041,5.39640295097374e-33
0.4141414141414142,1.867543018737474e-34
0.42424242424242425,5.469287260997986e-34
0.43434343434343436,2.8098083000085304e-33
0.4444444444444445,3.102023606456248e-33
0.4545454545454546,2.3013797534840657e-30
0.4646464646464647,2.0417777422821267e-31
0.4747474747474748,1.4116324106119616e-27
0.48484848484848486,3.5879068402357204e-30
0.494949494949495,3.226230858818516e-28
0.5050505050505051,3.279511983512933e-29
0.5151515151515152,1.112524570609884e-28
0.5252525252525253,4.112875280602335e-28
0.5353535353535354,2.453098251310551e-26
0.5454545454545455,8.731106103360491e-27
0.5555555555555556,1.385110501756105e-26
0.5656565656565657,3.8497163472216037e-26
0.5757575757575758,2.2498350525124172e-25
0.5858585858585859,9.984858952425513e-25
0.595959595959596,2.82597921120458e-24
0.6060606060606061,8.11745679595456e-21
0.6161616161616162,7.651686426940685e-23
0.6262626262626263,2.7003797545851424e-22
0.6363636363636365,7.943713385109586e-22
0.6464646464646465,2.9278726635696395e-20
0.6565656565656566,6.3209110592233935e-21
0.6666666666666667,5.956918864754599e-20
0.6767676767676768,1.9383220869101506e-18
0.686868686868687,7.946602894105083e-18
0.696969696969697,1.854438394673135e-18
0.7070707070707072,7.58897035203458e-17
0.7171717171717172,2.64972277186329e-17
0.7272727272727273,8.94409567446052e-17
0.7373737373737375,7.4756194498991235e-16
0.7474747474747475,2.1302706210376788e-15
0.7575757575757577,3.542787586519868e-14
0.7676767676767677,3.6035343737231205e-14
0.7777777777777778,1.1030531866906226e-13
0.787878787878788,5.126130206535556e-13
0.797979797979798,2.641180891658607e-12
0.8080808080808082,7.419793537871541e-12
0.8181818181818182,2.8928011510761012e-11
0.8282828282828284,2.969907527880273e-10
0.8383838383838385,4.891737050772553e-10
0.8484848484848485,3.4453605215271975e-09
0.8585858585858587,2.9910242502329527e-08
0.8686868686868687,1.5541981159495545e-08
0.8787878787878789,9.109153965366272e-08
0.888888888888889,3.1946750923303274e-07
0.8989898989898991,1.8083043759069023e-06
0.9090909090909092,4.6766404568442e-06
0.9191919191919192,1.4392721134065684e-05
0.9292929292929294,8.240527626926656e-05
0.9393939393939394,0.0002496663579728613
0.9494949494949496,0.0009304086740438512
0.9595959595959597,0.003647191354936388
0.9696969696969697,0.013771236681447911
0.9797979797979799,0.048198519894367846
0.98989898989899,0.18807160849556234
1.0,0.7450276253169488
