myopia,shortcutiness,probability,goal,grass_capacity,population
0.0,0.0,0.04180486842947935,ice cream,200,100
0.0,0.010101010101010102,0.01705212554678533,ice cream,200,100
0.0,0.020202020202020204,0.015396723678688513,ice cream,200,100
0.0,0.030303030303030304,0.026398016679226793,ice cream,200,100
0.0,0.04040404040404041,0.01632310709594811,ice cream,200,100
0.0,0.05050505050505051,0.007065540491235291,ice cream,200,100
0.0,0.06060606060606061,0.024347692183033714,ice cream,200,100
0.0,0.07070707070707072,0.006707294444063622,ice cream,200,100
0.0,0.08080808080808081,0.01382747787613499,ice cream,200,100
0.0,0.09090909090909091,0.002096916956310604,ice cream,200,100
0.0,0.10101010101010102,0.005523730063080686,ice cream,200,100
0.0,0.11111111111111112,0.010607162402305826,ice cream,200,100
0.0,0.12121212121212122,0.041258904858620535,ice cream,200,100
0.0,0.13131313131313133,0.009932684180863367,ice cream,200,100
0.0,0.14141414141414144,0.02530008851517274,ice cream,200,100
0.0,0.15151515151515152,0.017659383792297045,ice cream,200,100
0.0,0.16161616161616163,0.01488599713051425,ice cream,200,100
0.0,0.17171717171717174,0.01587419081439633,ice cream,200,100
0.0,0.18181818181818182,0.03452692587252574,ice cream,200,100
0.0,0.19191919191919193,0.016666158571236645,ice cream,200,100
0.0,0.20202020202020204,0.008594196487376055,ice cream,200,100
0.0,0.21212121212121213,0.020530621569801562,ice cream,200,100
0.0,0.22222222222222224,0.01595661916409667,ice cream,200,100
0.0,0.23232323232323235,0.02548510753905062,ice cream,200,100
0.0,0.24242424242424243,0.006940473990429472,ice cream,200,100
0.0,0.25252525252525254,0.004730912214821232,ice cream,200,100
0.0,0.26262626262626265,0.013575958117527405,ice cream,200,100
0.0,0.27272727272727276,0.01294241255151094,ice cream,200,100
0.0,0.2828282828282829,5.940314834314457e-11,ice cream,200,100
0.0,0.29292929292929293,1.8748608844051472e-24,ice cream,200,100
0.0,0.30303030303030304,3.5535848064444624e-37,ice cream,200,100
0.0,0.31313131313131315,1.5426426869702694e-28,ice cream,200,100
0.0,0.32323232323232326,1.787491770965403e-37,ice cream,200,100
