myopia,shortcutiness,probability,goal,grass_capacity,population
0.0,0.0,0.037903723035125715,vac clinic,200,100
0.0,0.010101010101010102,0.013688798761552231,vac clinic,200,100
0.0,0.020202020202020204,0.013172137416381919,vac clinic,200,100
0.0,0.030303030303030304,0.005294980992210252,vac clinic,200,100
0.0,0.04040404040404041,0.0036926462961836782,vac clinic,200,100
0.0,0.05050505050505051,0.019411430177507863,vac clinic,200,100
0.0,0.06060606060606061,0.01935226974858886,vac clinic,200,100
0.0,0.07070707070707072,0.014328590920439335,vac clinic,200,100
0.0,0.08080808080808081,0.0401232830255383,vac clinic,200,100
0.0,0.09090909090909091,0.006175831424862702,vac clinic,200,100
0.0,0.10101010101010102,0.00437113204070222,vac clinic,200,100
0.0,0.11111111111111112,0.00411750476842294,vac clinic,200,100
0.0,0.12121212121212122,0.016110252247714302,vac clinic,200,100
0.0,0.13131313131313133,0.010679355755898571,vac clinic,200,100
0.0,0.14141414141414144,0.033727078835381855,vac clinic,200,100
0.0,0.15151515151515152,0.01898431889457807,vac clinic,200,100
0.0,0.16161616161616163,0.013534000256881291,vac clinic,200,100
0.0,0.17171717171717174,0.015997531751115502,vac clinic,200,100
0.0,0.18181818181818182,0.0029793532422875296,vac clinic,200,100
0.0,0.19191919191919193,0.01522631145682643,vac clinic,200,100
0.0,0.20202020202020204,0.0020865388437044277,vac clinic,200,100
0.0,0.21212121212121213,0.007628676185532959,vac clinic,200,100
0.0,0.22222222222222224,0.0052538826488491485,vac clinic,200,100
0.0,0.23232323232323235,0.004998571291879828,vac clinic,200,100
0.0,0.24242424242424243,0.009426279674894948,vac clinic,200,100
0.0,0.25252525252525254,0.00570559984289854,vac clinic,200,100
0.0,0.26262626262626265,0.014444437168362322,vac clinic,200,100
0.0,0.27272727272727276,0.015813626822571508,vac clinic,200,100
0.0,0.2828282828282829,0.01668038572085444,vac clinic,200,100
0.0,0.29292929292929293,1.3707969652248283e-06,vac clinic,200,100
0.0,0.30303030303030304,0.006077995083269094,vac clinic,200,100
0.0,0.31313131313131315,1.5896992949238442e-07,vac clinic,200,100
0.0,0.32323232323232326,2.7233704995250186e-20,vac clinic,200,100
0.0,0.33333333333333337,2.1591130200220616e-46,vac clinic,200,100
0.0,0.3434343434343435,1.5373275742318307e-33,vac clinic,200,100
0.0,0.3535353535353536,9.225061205149213e-42,vac clinic,200,100
0.0,0.36363636363636365,3.77704047457635e-46,vac clinic,200,100
0.0,0.37373737373737376,4.689168882545214e-46,vac clinic,200,100
0.0,0.38383838383838387,7.388705846379261e-42,vac clinic,200,100
0.0,0.393939393939394,1.5026937285104888e-46,vac clinic,200,100
0.0,0.4040404040404041,7.269455114572004e-46,vac clinic,200,100
